date,equity
2023-08-07 09:30:00-04:00,99998.75062468766
2023-08-08 09:30:00-04:00,99933.46621344954
2023-08-09 09:30:00-04:00,99721.72150387712
2023-08-10 09:30:00-04:00,99702.46897343868
2023-08-11 09:30:00-04:00,99688.63021923476
2023-08-14 09:30:00-04:00,99960.38667401357
2023-08-15 09:30:00-04:00,99820.788540884
2023-08-16 09:30:00-04:00,99686.85899809815
2023-08-17 09:30:00-04:00,99248.79842474246
2023-08-18 09:30:00-04:00,99505.36062660706
2023-08-21 09:30:00-04:00,99876.66965887127
2023-08-22 09:30:00-04:00,99724.77334455875
2023-08-23 09:30:00-04:00,100189.5015985195
2023-08-24 09:30:00-04:00,99090.11743648988
2023-08-25 09:30:00-04:00,99207.15494722323
2023-08-28 09:30:00-04:00,99263.63195406526
2023-08-29 09:30:00-04:00,100143.72334732828
2023-08-30 09:30:00-04:00,100481.75158034783
2023-08-31 09:30:00-04:00,100291.91245420912
2023-09-01 09:30:00-04:00,100060.42757119
2023-09-05 09:30:00-04:00,100304.88168950795
2023-09-06 09:30:00-04:00,99837.46764615274
2023-09-07 09:30:00-04:00,100263.40325124396
2023-09-08 09:30:00-04:00,100307.35061265627
2023-09-11 09:30:00-04:00,100750.00082560268
2023-09-12 09:30:00-04:00,100244.21115460961
2023-09-13 09:30:00-04:00,100506.12686491318
2023-09-14 09:30:00-04:00,100500.95342762422
2023-09-15 09:30:00-04:00,99396.03172387308
2023-09-18 09:30:00-04:00,99793.53224829218
2023-09-19 09:30:00-04:00,99876.60386784011
2023-09-20 09:30:00-04:00,98629.77962367883
2023-09-21 09:30:00-04:00,97962.1202652494
2023-09-22 09:30:00-04:00,97678.16242316693
2023-09-25 09:30:00-04:00,98295.5959107476
2023-09-26 09:30:00-04:00,97517.13054247142
2023-09-27 09:30:00-04:00,97793.8255679202
2023-09-28 09:30:00-04:00,98667.04079966505
2023-09-29 09:30:00-04:00,98148.19288006291
2023-10-02 09:30:00-04:00,98846.02199402168
2023-10-03 09:30:00-04:00,97746.54029017308
2023-10-04 09:30:00-04:00,98634.84196891027
2023-10-05 09:30:00-04:00,98767.66930882385
2023-10-06 09:30:00-04:00,100459.67116382183
2023-10-09 09:30:00-04:00,101419.6130536262
2023-10-10 09:30:00-04:00,101466.09826439049
2023-10-11 09:30:00-04:00,101952.64864415576
2023-10-12 09:30:00-04:00,101698.05322023778
2023-10-13 09:30:00-04:00,100464.6684816333
2023-10-16 09:30:00-04:00,101005.8960884799
2023-10-17 09:30:00-04:00,101536.25668237355
2023-10-18 09:30:00-04:00,100926.28875502112
2023-10-19 09:30:00-04:00,100364.53824200245
2023-10-20 09:30:00-04:00,99345.1531188906
2023-10-23 09:30:00-04:00,100205.87249903087
2023-10-24 09:30:00-04:00,100590.55921177806
2023-10-25 09:30:00-04:00,98976.60369317666
2023-10-26 09:30:00-04:00,97985.38977976996
2023-10-27 09:30:00-04:00,97776.62005361918
2023-10-30 09:30:00-04:00,98077.944549701
2023-10-31 09:30:00-04:00,98239.86328453524
2023-11-01 09:30:00-04:00,99323.60047098482
2023-11-02 09:30:00-04:00,100303.2982583908
2023-11-03 09:30:00-04:00,101030.7601270958
2023-11-06 09:30:00-05:00,101365.54853300366
2023-11-07 09:30:00-05:00,101782.0078372279
2023-11-08 09:30:00-05:00,101749.95058239881
2023-11-09 09:30:00-05:00,101298.72714283399
2023-11-10 09:30:00-05:00,102930.17868586612
2023-11-13 09:30:00-05:00,102952.99607573697
2023-11-14 09:30:00-05:00,103113.84620208015
2023-11-15 09:30:00-05:00,102728.302888317
2023-11-16 09:30:00-05:00,103262.5632951458
2023-11-17 09:30:00-05:00,103391.10635270445
2023-11-20 09:30:00-05:00,104224.46284369117
2023-11-21 09:30:00-05:00,103972.83324592072
2023-11-22 09:30:00-05:00,104020.41563997042
2023-11-24 09:30:00-05:00,103674.02571881656
2023-11-27 09:30:00-05:00,103759.49584464914
2023-11-28 09:30:00-05:00,104037.25195274345
2023-11-29 09:30:00-05:00,103468.883500748
2023-11-30 09:30:00-05:00,103108.15457772215
2023-12-01 09:30:00-05:00,103309.12987952003
2023-12-04 09:30:00-05:00,102780.20752887531
2023-12-05 09:30:00-05:00,103569.10777766202
2023-12-06 09:30:00-05:00,102395.07224796494
2023-12-07 09:30:00-05:00,102963.63486720566
2023-12-08 09:30:00-05:00,103859.05207178136
2023-12-11 09:30:00-05:00,103856.85308571745
2023-12-12 09:30:00-05:00,104564.61465040935
2023-12-13 09:30:00-05:00,105010.6625420199
2023-12-14 09:30:00-05:00,104626.06591074969
2023-12-15 09:30:00-05:00,104939.76525576893
2023-12-18 09:30:00-05:00,105628.60650270815
2023-12-19 09:30:00-05:00,105870.35888165064
2023-12-20 09:30:00-05:00,104997.19677805787
2023-12-21 09:30:00-05:00,105201.99705319374
2023-12-22 09:30:00-05:00,105010.43987986604
2023-12-26 09:30:00-05:00,105158.32172529298
2023-12-27 09:30:00-05:00,105059.70215881467
2023-12-28 09:30:00-05:00,104928.62924162415
2023-12-29 09:30:00-05:00,104518.74103550357
2024-01-02 09:30:00-05:00,103639.9638827134
2024-01-03 09:30:00-05:00,103610.85504462328
2024-01-04 09:30:00-05:00,103506.78232352491
2024-01-05 09:30:00-05:00,103523.9267889981
2024-01-08 09:30:00-05:00,105002.47814225407
2024-01-09 09:30:00-05:00,105591.20516103378
2024-01-10 09:30:00-05:00,106235.17349652448
2024-01-11 09:30:00-05:00,105980.26410235243
2024-01-12 09:30:00-05:00,106105.6469774855
2024-01-16 09:30:00-05:00,106173.0516481761
2024-01-17 09:30:00-05:00,106257.83662642741
2024-01-18 09:30:00-05:00,106718.94801027456
2024-01-19 09:30:00-05:00,107504.18517253197
2024-01-22 09:30:00-05:00,107214.05935888848
2024-01-23 09:30:00-05:00,107430.58403616442
2024-01-24 09:30:00-05:00,107481.03055714324
2024-01-25 09:30:00-05:00,107666.62331279303
2024-01-26 09:30:00-05:00,107692.26376459865
2024-01-29 09:30:00-05:00,108415.32622016442
2024-01-30 09:30:00-05:00,108034.70900556068
2024-01-31 09:30:00-05:00,107492.37275968338
2024-02-01 09:30:00-05:00,108064.89132810371
2024-02-02 09:30:00-05:00,108813.45099052116
2024-02-05 09:30:00-05:00,108693.19290677403
2024-02-06 09:30:00-05:00,109968.20957030449
2024-02-07 09:30:00-05:00,110876.22008000338
2024-02-08 09:30:00-05:00,111425.6314592465
2024-02-09 09:30:00-05:00,111757.89703066864
2024-02-12 09:30:00-05:00,111376.79095575673
2024-02-13 09:30:00-05:00,111442.92686914912
2024-02-14 09:30:00-05:00,111637.94529615535
2024-02-15 09:30:00-05:00,111681.08240341768
2024-02-16 09:30:00-05:00,111256.17997331213
2024-02-20 09:30:00-05:00,110776.08243607979
2024-02-21 09:30:00-05:00,110697.48512540596
2024-02-22 09:30:00-05:00,111157.04017666561
2024-02-23 09:30:00-05:00,110802.13490551448
2024-02-26 09:30:00-05:00,110446.41266674592
2024-02-27 09:30:00-05:00,110662.96996542644
2024-02-28 09:30:00-05:00,110503.69002221606
2024-02-29 09:30:00-05:00,110749.90741039303
2024-03-01 09:30:00-05:00,111363.83245721275
2024-03-04 09:30:00-05:00,111140.95486235661
2024-03-05 09:30:00-05:00,110759.03041720967
2024-03-06 09:30:00-05:00,111071.21514124486
2024-03-07 09:30:00-05:00,111759.40956415041
2024-03-08 09:30:00-05:00,110852.0102088569
2024-03-11 09:30:00-04:00,110217.0673595795
2024-03-12 09:30:00-04:00,110961.36632687945
2024-03-13 09:30:00-04:00,110850.35067829731
2024-03-14 09:30:00-04:00,110449.43662126892
2024-03-15 09:30:00-04:00,110033.77447147854
2024-03-18 09:30:00-04:00,109764.48608897091
2024-03-19 09:30:00-04:00,110266.23886085788
2024-03-20 09:30:00-04:00,110930.03496777725
2024-03-21 09:30:00-04:00,110119.65414115053
2024-03-22 09:30:00-04:00,110512.77672844539
2024-03-25 09:30:00-04:00,110668.63898628077
2024-03-26 09:30:00-04:00,110225.95023160387
2024-03-27 09:30:00-04:00,109750.41519597473
2024-03-28 09:30:00-04:00,109293.08029971737
2024-04-01 09:30:00-04:00,109690.8940505525
2024-04-02 09:30:00-04:00,110112.45273453913
2024-04-03 09:30:00-04:00,110857.17697393481
2024-04-04 09:30:00-04:00,109123.98376370937
2024-04-05 09:30:00-04:00,110058.02682398155
2024-04-08 09:30:00-04:00,109665.56028976652
2024-04-09 09:30:00-04:00,109149.38286942578
2024-04-10 09:30:00-04:00,109682.7177944827
2024-04-11 09:30:00-04:00,110931.96901409922
2024-04-12 09:30:00-04:00,110472.06810187074
2024-04-15 09:30:00-04:00,108425.9829139248
2024-04-16 09:30:00-04:00,108482.72485318984
2024-04-17 09:30:00-04:00,107257.02015349707
2024-04-18 09:30:00-04:00,106920.93186888611
2024-04-19 09:30:00-04:00,105091.57395093034
2024-04-22 09:30:00-04:00,105533.62515356041
2024-04-23 09:30:00-04:00,106415.85507376809
2024-04-24 09:30:00-04:00,105696.978833933
2024-04-25 09:30:00-04:00,107461.64772967313
2024-04-26 09:30:00-04:00,107923.74205449174
2024-04-29 09:30:00-04:00,107612.93042510754
2024-04-30 09:30:00-04:00,106366.94257556705
2024-05-01 09:30:00-04:00,106071.66914854347
2024-05-02 09:30:00-04:00,106808.17707613687
2024-05-03 09:30:00-04:00,107183.13279902437
