timestamp,equity,cash,positions
2025-08-05 13:30:00-04:00,100000.0,100000.0,0
2025-08-06 13:30:00-04:00,100000.0,100000.0,0
2025-08-07 13:30:00-04:00,100000.0,100000.0,0
2025-08-08 13:30:00-04:00,100000.0,100000.0,0
2025-08-11 13:30:00-04:00,100000.0,100000.0,0
2025-08-12 13:30:00-04:00,100000.0,100000.0,0
2025-08-13 13:30:00-04:00,100000.0,100000.0,0
2025-08-14 13:30:00-04:00,99995.88279301746,98749.0,1
2025-08-15 13:30:00-04:00,100054.14710174174,98806.5377984375,1
2025-08-18 13:30:00-04:00,100066.67114566191,97554.65291644583,2
2025-08-19 13:30:00-04:00,100087.80343955403,95050.2518204136,3
2025-08-20 13:30:00-04:00,99971.62226171562,95109.74801478432,3
2025-08-21 13:30:00-04:00,99993.16516602517,91356.54111592445,4
2025-08-22 13:30:00-04:00,100328.60938903192,91410.33039549709,4
2025-08-25 13:30:00-04:00,100385.8308483373,92830.36901328599,4
2025-08-26 13:30:00-04:00,100347.5435239063,90319.4740102879,5
2025-08-27 13:30:00-04:00,100448.36078247777,89062.81785910571,6
2025-08-28 13:30:00-04:00,100379.48670657963,87915.98445511644,6
2025-08-29 13:30:00-04:00,100676.54677435251,89340.80719033556,6
2025-09-02 13:30:00-04:00,100567.57152046904,89453.99800644872,5
2025-09-03 13:30:00-04:00,100598.92318809128,84419.22456856065,6
2025-09-04 13:30:00-04:00,100793.65293926546,83158.25213087103,7
2025-09-05 13:30:00-04:00,100541.55083352132,79504.66902487092,7
2025-09-08 13:30:00-04:00,100603.58090511234,76987.37268825703,8
2025-09-09 13:30:00-04:00,100811.20401449058,74464.88545028643,9
2025-09-10 13:30:00-04:00,100808.49227525921,73259.09288355443,9
2025-09-11 13:30:00-04:00,100721.09422711786,70738.85853072233,10
2025-09-12 13:30:00-04:00,100864.53602455433,70738.85853072233,10
2025-09-15 13:30:00-04:00,100897.55214915916,70738.85853072233,10
2025-09-16 13:30:00-04:00,100936.65343180021,70738.85853072233,10
2025-09-17 13:30:00-04:00,101005.36917555046,70738.85853072233,10
2025-09-18 13:30:00-04:00,100742.32385696337,70738.85853072233,10
2025-09-19 13:30:00-04:00,100703.50483300944,70738.85853072233,10
2025-09-22 13:30:00-04:00,100679.82202804057,72058.85356615706,9
2025-09-23 13:30:00-04:00,100636.66776288397,72058.85356615706,9
2025-09-24 13:30:00-04:00,100601.4960936353,72058.85356615706,9
2025-09-25 13:30:00-04:00,100596.71564857208,72058.85356615706,9
2025-09-26 13:30:00-04:00,100447.00292413885,70923.57699058263,9
2025-09-29 13:30:00-04:00,100468.54375496799,68409.65679320486,10
2025-09-30 13:30:00-04:00,100499.08743240865,68409.65679320486,10
2025-10-01 13:30:00-04:00,100404.8027418865,68409.65679320486,10
2025-10-02 13:30:00-04:00,100505.54866672157,73679.26521476035,9
2025-10-03 13:30:00-04:00,100573.44217006795,73679.26521476035,9
2025-10-06 13:30:00-04:00,100474.2039802953,78950.1354079857,8
2025-10-07 13:30:00-04:00,100704.4146876117,78950.1354079857,8
2025-10-08 13:30:00-04:00,100621.71453612225,76432.38570233165,9
2025-10-09 13:30:00-04:00,100688.64071370453,72653.0960312718,10
2025-10-10 13:30:00-04:00,100933.29197816564,73970.61008025148,9
2025-10-13 13:30:00-04:00,100800.87512085654,76604.40477251938,8
2025-10-14 13:30:00-04:00,100977.36466272698,76604.40477251938,8
2025-10-15 13:30:00-04:00,100954.8092461176,76604.40477251938,8
2025-10-16 13:30:00-04:00,100545.64701172925,69055.62050145179,9
2025-10-17 13:30:00-04:00,100801.79966026073,67794.54622657524,10
2025-10-20 13:30:00-04:00,100896.10223562535,69111.28088089348,9
2025-10-21 13:30:00-04:00,101089.94016599123,69111.28088089348,9
2025-10-22 13:30:00-04:00,100910.87308334046,69111.28088089348,9
2025-10-23 13:30:00-04:00,100812.62944644789,69111.28088089348,9
2025-10-24 13:30:00-04:00,100598.4486712349,67971.5528884735,9
2025-10-27 13:30:00-04:00,100266.91737162333,66779.93724979696,9
2025-10-28 13:30:00-04:00,100022.5645469183,64277.167227768514,10
2025-10-29 13:30:00-04:00,99622.89675368968,64277.167227768514,10
2025-10-30 13:30:00-04:00,99876.05497951241,64277.167227768514,10
2025-10-31 13:30:00-04:00,99927.55920986505,66914.86141270949,9
2025-11-03 13:30:00-05:00,99737.48415435517,66914.86141270949,9
2025-11-04 13:30:00-05:00,100501.3278528763,68224.53078862051,8
2025-11-05 13:30:00-05:00,100440.63298679885,69537.3994769871,7
2025-11-06 13:30:00-05:00,100824.11572690899,72224.79687198398,7
2025-11-07 13:30:00-05:00,101207.39935627431,70958.65244286007,8
2025-11-10 13:30:00-05:00,101015.92442482298,71020.02954644365,8
2025-11-11 13:30:00-05:00,101142.62100015729,72441.94411134277,8
2025-11-12 13:30:00-05:00,101604.18292152822,75140.61813548303,7
