symbol,entry_date,spot,strike,entry_option_price,budget,contracts,exit_date,exit_option_price,pnl,reason
AAPU,2025-02-25,35.77000045776367,41,0.4815495499920397,753.9992031186435,15,2025-03-25,0.0,-722.3243249880595,EXPIRY
AAPU,2025-03-04,32.5,38,0.24351919523948196,694.8599192204321,28,2025-04-01,0.0,-681.8537466705495,EXPIRY
AAPU,2025-03-11,28.270000457763672,34,0.3277372679462691,620.3786057149587,18,2025-04-08,0.0,-589.9270823032844,EXPIRY
AAPU,2025-03-18,26.149999618530277,32,0.2132853130559993,665.6834515574692,31,2025-03-25,0.4159063604591986,628.1252469499178,TARGET_95
AAPU,2025-03-25,28.57999992370605,34,0.4324594434003206,687.3734147301564,15,2025-04-22,0.0,-648.6891651004809,EXPIRY
AAPU,2025-04-01,28.34000015258789,34,0.4027960241376203,619.8068087994976,15,2025-04-29,0.0,-604.1940362064304,EXPIRY
AAPU,2025-04-08,16.64419937133789,22,0.42838217769082076,543.6347124251935,12,2025-04-09,0.8353452464971005,488.35568256753567,TARGET_95
AAPU,2025-04-15,22.15999984741211,28,1.976980701859958,599.6080867353588,3,2025-05-13,0.0,-593.0942105579874,EXPIRY
AAPU,2025-04-22,21.489999771118164,27,2.036528571689775,564.4907881654524,2,2025-05-20,0.0,-407.305714337955,EXPIRY
AAPU,2025-04-29,23.989999771118164,29,2.54845091646066,653.8200126569399,2,2025-05-27,0.0,-509.690183292132,EXPIRY
AAPU,2025-05-06,21.07999992370605,27,1.3530914881483156,698.488119529308,5,2025-06-03,0.0,-676.5457440741578,EXPIRY
AAPU,2025-05-13,24.15999984741211,30,0.43400564084856663,716.7446131104182,16,2025-06-10,0.0,-694.4090253577066,EXPIRY
AAPU,2025-05-20,22.78009986877441,28,0.27660812586607086,747.1137081289588,27,2025-06-17,0.0,-746.8419398383913,EXPIRY
AAPU,2025-05-27,21.239999771118164,27,0.22699012338757063,742.4255137957263,32,2025-06-24,0.0,-726.3683948402261,EXPIRY
AAPU,2025-06-03,21.850000381469727,27,0.19196885925116502,752.6865977938576,39,2025-07-01,0.0,-748.6785510795437,EXPIRY
AAPU,2025-06-10,21.670000076293945,27,0.027060236927272996,786.6595709895486,290,2025-07-08,0.0,-784.7468708909169,EXPIRY
AAPU,2025-06-17,20.1200008392334,26,0.017042212200936935,798.752569878638,468,2025-06-20,0.03323231379182702,757.696754453656,TARGET_95
AAPU,2025-06-24,20.979999542236328,26,0.020922828126889725,780.0667635882331,372,2025-06-25,0.040799514847434964,739.4127460042829,TARGET_95
AAPU,2025-07-01,22.479999542236328,28,0.018190486691389396,836.544483369446,459,2025-07-02,0.03547144904820932,793.1961721780345,TARGET_95
AAPU,2025-07-08,22.90999984741211,28,0.03998590093378318,825.7483456105015,206,2025-08-05,0.0,-823.7095592359335,EXPIRY
AAPU,2025-07-15,22.65999984741211,28,0.013742973033708417,850.1306993598134,618,2025-07-16,0.02679879741573141,806.849946809021,TARGET_95
AAPU,2025-07-22,23.790000915527344,29,0.006053429574503166,863.5514242649793,1426,2025-08-08,0.011804187670281173,820.0581044579437,TARGET_95
AAPU,2025-07-29,23.059999465942383,29,0.0008904830994276164,854.1922953324038,9592,2025-08-07,0.001736442043883852,811.4438195224211,TARGET_95
AAPU,2025-08-05,21.20499992370605,27,0.00034785697722553716,846.3675989025053,24330,2025-08-06,0.0006783211055897974,804.0192243102451,TARGET_95
AAPU,2025-08-12,27.024999618530277,33,0.24994393948003646,873.4106828701676,34,2025-09-09,0.0,-849.8093942321241,EXPIRY
AAPU,2025-08-19,27.190000534057617,33,0.29587516755595145,869.8604650568718,29,2025-09-16,0.0,-858.0379859122593,EXPIRY
AAPU,2025-08-26,26.82999992370605,32,0.3928409471703782,852.7017967610954,21,2025-09-22,0.7660398469822375,783.7176896049045,TARGET_95
AAPU,2025-09-02,26.850400924682617,32,0.3099175997329997,828.3242326179537,26,2025-09-03,0.6043393194793494,765.4964713405092,TARGET_95
AAPU,2025-09-09,27.88999938964844,33,0.10292301865763953,883.2453488563824,85,2025-09-19,0.20069988638239708,831.1033756604393,TARGET_95
AAPU,2025-09-16,28.69499969482422,34,0.20718289048214134,904.3715649403101,43,2025-09-19,0.4040066364401756,846.3421076195474,TARGET_95
AAPU,2025-09-23,32.38999938964844,38,0.47303030100693455,936.1017872073239,19,2025-10-21,0.0,-898.7575719131756,EXPIRY
AAPU,2025-09-30,32.38999938964844,38,0.5017825800675624,916.4670631471812,18,2025-10-28,0.0,-903.2086441216122,EXPIRY
AAPU,2025-10-07,32.77000045776367,38,0.3942469902258283,928.9934339302865,23,2025-11-04,0.0,-906.7680775194051,EXPIRY
AAPU,2025-10-14,30.5,36,0.30314347543833,920.6124000908733,30,2025-10-20,0.5911297771047435,863.9589049992404,TARGET_95
AAPU,2025-10-21,34.20000076293945,40,0.2747521122281791,933.8386188916825,33,2025-10-30,0.5357666188449491,861.3478718353413,TARGET_95
AAPU,2025-10-28,35.72999954223633,41,0.43668031521867423,949.426167163044,21,2025-10-31,0.8515266146764148,871.1772288612551,TARGET_95
AAPU,2025-11-04,35.959999084472656,41,0.4827982161999529,977.42400476945,20,2025-12-02,0.0,-965.5964323999058,EXPIRY
AAPU,2025-11-11,37.36000061035156,43,0.2415181484418607,953.0186108853453,39,2025-12-09,0.0,-941.9207789232568,EXPIRY
AAPU,2025-11-18,35.16999816894531,41,0.06685211561747906,889.8360955497355,133,2025-11-19,0.13036162545408417,844.676480826848,TARGET_95
AAPU,2025-11-25,37.59999847412109,43,0.08352812951849309,907.4804909150048,108,2025-12-01,0.16287985256106152,856.9986088597391,TARGET_95
AAPU,2025-12-02,40.060001373291016,46,0.09616428214055217,920.121002322016,95,2025-12-30,0.0,-913.5606803352456,EXPIRY
AAPU,2025-12-09,37.47999954223633,43,0.13566510689291977,923.6131612751278,68,2026-01-06,0.0,-922.5227268718545,EXPIRY
AAPU,2025-12-16,34.58000183105469,40,0.09608040345823454,884.788231301314,92,2026-01-13,0.0,-883.9397118157578,EXPIRY
AAPU,2025-12-23,33.77000045776367,39,0.04653216051073272,894.1825774691747,192,2026-01-20,0.0,-893.4174818060683,EXPIRY
AAPU,2025-12-30,33.900001525878906,39,0.023819572122890653,899.4905492472477,377,2026-01-02,0.046448165639636774,853.0979755813287,TARGET_95
AAPU,2026-01-06,31.250999450683597,37,0.006748198624066615,903.687849611828,1339,2026-02-03,0.0,-903.5837957625197,EXPIRY
AAPU,2026-01-13,30.850000381469727,36,0.011844396991064099,924.0538159869382,780,2026-02-04,0.02309657413257499,877.6698170378496,TARGET_95
AAPU,2026-01-20,27.489999771118164,33,0.013004997828153009,876.9241625156172,674,2026-01-21,0.025359745764898366,832.7100109366371,TARGET_95
AAPU,2026-01-27,30.020000457763672,36,0.07359234256654501,909.1672666635884,123,2026-02-02,0.14350506800476276,859.9265228900783,TARGET_95
AAPU,2026-02-03,32.59000015258789,38,0.5572677364507372,928.9476494273944,16,2026-02-04,1.0866720860789376,847.0469594051206,TARGET_95
AAPU,2026-02-10,33.61000061035156,39,0.6426095216979046,896.6631059762242,13,2026-03-10,0.0,-835.3923782072761,EXPIRY
AAPU,2026-02-17,31.030000686645508,37,0.8260786250460246,849.7771329850062,10,2026-03-17,0.0,-826.0786250460245,EXPIRY
AAPU,2026-02-24,32.900001525878906,38,0.9797135571143594,849.8034156513235,8,2026-03-24,0.0,-783.7708456914875,EXPIRY
AAPU,2026-03-03,30.790000915527344,36,0.563947500578931,879.0605965335993,15,2026-03-31,0.0,-845.9212508683963,EXPIRY
AAPU,2026-03-10,30.059999465942383,36,0.3686053863279195,867.9243750306072,23,2026-04-07,0.0,-847.7923885542149,EXPIRY
AAPU,2026-03-17,28.489999771118164,34,0.11189407183011779,867.1277597956947,77,2026-04-14,0.0,-861.584353091907,EXPIRY
AAPU,2026-03-24,27.690000534057617,33,0.06449879176688178,853.4498606580412,132,2026-03-26,0.12577264394541945,808.8148487566973,TARGET_95
AAPU,2026-03-31,28.06999969482422,34,0.061865386602141914,788.951272201909,127,2026-04-06,0.12063750387417672,746.4058893548421,TARGET_95
AAPU,2026-04-07,27.950000762939453,33,0.13258719116176199,851.2485107001664,64,2026-04-08,0.25854502276543584,806.1301222635127,TARGET_95
AAPU,2026-04-14,29.065000534057617,35,0.06563299452195515,890.1766098326775,135,2026-04-15,0.12798433931781253,841.7431547440747,TARGET_95
AAPU,2026-04-21,30.61000061035156,36,0.270307544871931,934.6929356442665,34,2026-04-22,0.5270997125002654,873.0933699363371,TARGET_95
AAPU,2026-04-28,31.604999542236328,37,0.34111699260220707,954.9376077638334,27,2026-05-01,0.6651781355743037,874.9650860246609,TARGET_95
AAPU,2026-05-05,34.66999816894531,40,0.48241410582044253,957.177566238578,19,2026-05-08,0.9407075063498629,870.7574610058987,TARGET_95
AAPU,2026-05-12,37.310001373291016,43,0.5035693516736544,973.4484531659862,19,2026-05-22,0.981960235763626,908.9426797709461,TARGET_95
AAPU,2026-05-19,38.34000015258789,44,0.2741784831316787,965.7200856120155,35,2026-05-22,0.5346480421067734,911.6434564128315,TARGET_95
AAPU,2026-05-26,40.66999816894531,46,0.212213012393633,984.2498824011241,46,2026-05-29,0.41381537416758435,927.3708641601762,TARGET_95
