sample,tp_pct,starting_cash,ending_equity,profit,return_pct,max_drawdown_pct,minimum_cash,max_open_positions,max_premium_at_risk_pct,accepted_trades,rejected_trades,kill_switch_triggered,kill_switch_date,raw_independent_profit,candidate_trades
current_mature,500,100000.0,153892.66175657886,53892.66175657886,53.89266175657885,-9.503892923702551,90764.7415774584,20,0.0602949735095495,196,262,False,,150810.8779516078,458
unseen_recent,500,100000.0,132943.4524489961,32943.452448996104,32.943452448996105,-18.00105067070926,85032.33658064358,20,0.099407416940236,236,504,False,,148170.97881316274,740
current_mature,800,100000.0,171588.26481104136,71588.26481104136,71.58826481104134,-9.972839618683238,90764.7415774584,20,0.06358110684442,195,263,False,,187514.86941393968,458
unseen_recent,800,100000.0,137156.53081543386,37156.530815433856,37.15653081543386,-17.598429403406634,83632.53773199162,20,0.099407416940236,229,511,False,,163572.95544251113,740
