symbol,entry_date,exit_date,entry_price,exit_price,contracts,strike,expiry_date,entry_iv,hold_iv,pnl,reason,scenario,family
SSO,2023-08-07 09:30:00,2023-10-30 09:30:00,0.4902470629794031,0.0,10,32.08,2023-10-30 09:30:00,0.25,0.25,-490.24706297940315,EXPIRY,risk_unseen_recent_tp500,broad_market
SSO,2023-08-14 09:30:00,2023-11-06 09:30:00,0.48431479450554793,0.0,10,31.67,2023-11-06 09:30:00,0.25,0.25,-484.31479450554787,EXPIRY,risk_unseen_recent_tp500,broad_market
SSO,2023-08-21 09:30:00,2023-11-13 09:30:00,0.4649072032847945,0.0,10,30.39,2023-11-13 09:30:00,0.25,0.25,-464.90720328479455,EXPIRY,risk_unseen_recent_tp500,broad_market
SSO,2023-10-09 09:30:00,2023-12-28 09:30:00,0.469350826857009,2.816104961142054,10,29.29,2024-01-01 09:30:00,0.25562519153070934,0.25562519153070934,2346.754134285045,TARGET,risk_unseen_recent_tp500,broad_market
SSO,2023-10-16 09:30:00,2024-01-08 09:30:00,0.479558804963796,1.9257988739013676,10,29.77,2024-01-08 09:30:00,0.256313193711085,0.256313193711085,1446.2400689375716,EXPIRY,risk_unseen_recent_tp500,broad_market
SSO,2023-10-23 09:30:00,2023-12-12 09:30:00,0.44859488567008743,2.6915693140205246,11,27.62,2024-01-15 09:30:00,0.2569757609844084,0.2569757609844084,2467.271871185481,TARGET,risk_unseen_recent_tp500,broad_market
SSO,2023-12-11 09:30:00,2024-02-22 09:30:00,0.5043705628599513,3.026223377159708,9,32.97,2024-03-04 09:30:00,0.25,0.25,2269.6675328697806,TARGET,risk_unseen_recent_tp500,broad_market
SSO,2023-12-18 09:30:00,2024-03-11 09:30:00,0.5293876296541544,1.6185356140136733,9,34.65,2024-03-11 09:30:00,0.25,0.25,980.233185923567,EXPIRY,risk_unseen_recent_tp500,broad_market
SSO,2023-12-26 09:30:00,2024-03-19 09:30:00,0.5351659861162474,1.9812492370605455,9,35.1,2024-03-19 09:30:00,0.25,0.25,1301.4749258498682,EXPIRY,risk_unseen_recent_tp500,broad_market
SSO,2024-01-02 09:30:00,2024-03-21 09:30:00,0.5283231275588358,3.169938765353015,9,34.63,2024-03-26 09:30:00,0.25,0.25,2377.4540740147613,TARGET,risk_unseen_recent_tp500,broad_market
