timestamp,symbol,side,qty,price,pnl,entries,order_date_et
2024-08-07 13:30:00-04:00,NVDU,BUY,28.834251357003637,86.70244179558931,0.0,1,2024-08-07
2024-08-07 13:30:00-04:00,TSLT,BUY,26.986686471818103,92.63827193496772,0.0,1,2024-08-07
2024-08-08 13:30:00-04:00,AAPU,BUY,23.720698892764265,105.7903031695064,0.0,1,2024-08-08
2024-08-09 13:30:00-04:00,NVDU,BUY,26.629142646693772,94.27223352983493,0.0,2,2024-08-09
2024-08-12 13:30:00-04:00,GGLL,BUY,24.828686229735172,101.60021619954364,0.0,1,2024-08-12
2024-08-12 13:30:00-04:00,PLTU,BUY,23.003927105159534,109.65953236419071,0.0,1,2024-08-12
2024-08-14 13:30:00-04:00,TSLT,BUY,25.783718046659562,98.71153974226392,0.0,2,2024-08-14
2024-08-14 13:30:00-04:00,GGLL,BUY,26.202419961013803,97.13417739479998,0.0,2,2024-08-14
2024-08-15 13:30:00-04:00,NFXL,BUY,23.97082108580187,107.82661432909215,0.0,1,2024-08-15
2024-08-15 13:30:00-04:00,IBX,BUY,25.10325446592656,102.96244592025758,0.0,1,2024-08-15
2024-08-16 13:30:00-04:00,METU,BUY,23.71563769081052,109.59629462235215,0.0,1,2024-08-16
2024-08-16 13:30:00-04:00,MSFU,BUY,24.74804013335486,105.02431713838857,0.0,1,2024-08-16
2024-08-19 13:30:00-04:00,NVDU,EXIT,55.46339400369741,135.43753451810252,2501.4365855784863,2,2024-08-19
2024-08-19 13:30:00-04:00,AAPU,BUY,22.273696928236102,117.43307499527799,0.0,2,2024-08-19
2024-08-19 13:30:00-04:00,METU,BUY,24.046650465416715,108.77476368517236,0.0,2,2024-08-19
2024-08-20 13:30:00-04:00,TSLT,BUY,22.088751119878715,118.87211532458137,0.0,3,2024-08-20
2024-08-20 13:30:00-04:00,NVDU,BUY,19.04298210320248,137.8847365537683,0.0,1,2024-08-20
2024-08-21 13:30:00-04:00,AAPU,BUY,22.056194820865255,119.27970540274268,0.0,3,2024-08-21
2024-08-22 13:30:00-04:00,NVDU,BUY,19.77327810867151,131.26880752501683,0.0,2,2024-08-22
2024-08-22 13:30:00-04:00,AMZU,BUY,22.992942227581846,112.88745096189493,0.0,1,2024-08-22
2024-08-23 13:30:00-04:00,METU,BUY,23.998725960406997,108.85184159846277,0.0,3,2024-08-23
2024-08-23 13:30:00-04:00,NFXL,BUY,23.5491127811938,110.93010344293363,0.0,2,2024-08-23
2024-08-26 13:30:00-04:00,NVDU,BUY,19.2543228946856,134.30748456316238,0.0,3,2024-08-26
2024-08-26 13:30:00-04:00,MSFU,BUY,25.497368015778598,101.42222026021783,0.0,2,2024-08-26
