date,symbol,side,price,qty,pnl,reason,tranches,decline
2025-08-01,MSFU,BUY,54.60728999999999,81.43380532980555,0.0,ENTRY,2,-0.04026727624406545
2025-08-05,MSFU,BUY,55.297635,82.96300308130036,0.0,ENTRY,3,-0.03509078212290495
2025-08-06,MSFU,BUY,54.707339999999995,86.07830482797593,0.0,ENTRY,4,-0.021999642282239273
2025-08-08,PLTU,EXIT,112.11948437075084,180.1511893921674,6726.083300227498,TP,3,
2025-08-11,PLTU,BUY,106.81338,45.23693176137571,0.0,ENTRY,1,-0.04104913320758097
2025-08-13,PLTU,BUY,108.65429999999999,44.73642478402649,0.0,ENTRY,2,-0.048203330411919376
2025-08-14,PLTU,BUY,104.69232,46.72076810920852,0.0,ENTRY,3,-0.016078984485190406
2025-08-15,PLTU,BUY,100.12003499999999,48.631976101884895,0.0,ENTRY,4,-0.029671288664792073
2025-09-03,GGLL,EXIT,55.541719000474004,335.30782230956584,6201.646652029587,TP,4,
2025-09-08,GGLL,BUY,59.379675,79.84411226357102,0.0,ENTRY,1,-0.014937759336099532
2025-09-12,GGLL,BUY,62.641304999999996,77.60116069061989,0.0,ENTRY,2,-0.001116783663050458
2025-09-16,GGLL,BUY,68.084025,72.72740532822732,0.0,ENTRY,3,-0.009028687927770562
2025-09-29,GGLL,BUY,63.721844999999995,78.0557290399304,0.0,ENTRY,4,-0.03044603440401883
2025-11-19,GGLL,EXIT,94.98388551652813,308.22840732234863,9749.146792201667,TP,4,
2025-11-20,GGLL,BUY,87.28361999999998,53.41124620642023,0.0,ENTRY,1,-0.095771144278607
2025-11-25,GGLL,BUY,108.224085,44.55468198877499,0.0,ENTRY,2,-0.020288017389729185
2025-11-26,GGLL,BUY,105.942945,45.90120198487336,0.0,ENTRY,3,-0.002355379687205561
2025-12-02,GGLL,BUY,102.89142,48.099643254715794,0.0,ENTRY,4,-0.0050309597523219285
2026-03-24,IBX,BUY,23.49174,169.2861429300085,0.0,ENTRY,1,-0.060799999999999965
2026-03-27,IBX,BUY,22.601295,166.51936422145343,0.0,ENTRY,2,-0.03047210300429193
2026-04-01,IBX,BUY,23.97198,166.1002829784891,0.0,ENTRY,3,-0.0033277870216305017
2026-04-08,IBX,BUY,23.501744999999996,173.25016094166708,0.0,ENTRY,4,-0.026119402985074758
2026-05-14,NVDU,EXIT,168.83044974818364,125.04544062155765,7030.118646699591,TP,4,
2026-05-15,NVDU,BUY,156.80836499999998,29.74317975649205,0.0,ENTRY,1,-0.03704841484394206
2026-05-18,GGLL,EXIT,150.69887481300287,191.9667734347844,9633.411036507423,TP,4,
2026-05-18,NVDU,BUY,152.506215,30.76262191837712,0.0,ENTRY,2,-0.060697559773231435
2026-05-19,GGLL,BUY,137.88890999999998,33.787063821145715,0.0,ENTRY,1,-0.04556786703601112
2026-05-21,NVDU,BUY,148.17405,32.509467391551574,0.0,ENTRY,3,-0.023924075660713084
2026-05-22,NVDU,BUY,142.45119,33.70645175237718,0.0,ENTRY,4,-0.04953271028037398
2026-05-22,GGLL,BUY,134.297115,35.75299560831008,0.0,ENTRY,2,-0.021290557783448905
2026-05-29,GGLL,BUY,132.066,38.269205022915855,0.0,ENTRY,3,-0.02381304540748408
2026-06-01,IBX,EXIT,35.07171083119664,675.1559510716181,7885.061187434523,TP,4,
2026-06-01,IBX,BUY,39.42970499999999,128.07665143483402,0.0,ENTRY,1,-0.026673252654976665
2026-06-02,GGLL,BUY,119.369655,41.72069104714631,0.0,ENTRY,4,-0.026835236541598584
2026-06-03,IBX,BUY,35.6178,136.40128561425632,0.0,ENTRY,2,-0.07532467532467524
2026-06-04,IBX,BUY,34.63730999999999,141.72288150083577,0.0,ENTRY,3,-0.03323094107791136
2026-06-05,IBX,BUY,30.685335,152.90550218943216,0.0,ENTRY,4,-0.09179745336097134
