strike_otm_pct,dte_days,tp_pct,total_profit,executed,wins,losses,win_rate_pct,premium_deployed,profit_on_premium_pct,paused_entries,pause_triggers,dotcom_profit,gfc_profit,covid_profit
10.0,112,200,-8008.149164867166,673,222,451,32.986627043090635,315646.41784105747,-2.5370632176474244,595,196,-27189.907837426243,-10409.23613871188,29590.994811270946
12.5,112,250,-8770.379560660644,655,195,460,29.770992366412212,308405.6310226726,-2.8437806182650034,612,199,-38428.35899021227,-3310.8245549147523,32968.80398446637
15.0,112,150,-9825.105509714613,644,247,397,38.35403726708074,304903.29421307094,-3.222367778961641,626,200,-21655.303949799174,-12153.069710058335,23983.268150142896
20.0,112,100,-17598.745542309283,628,290,338,46.17834394904459,300664.01588319417,-5.853292915885974,644,201,-18258.137395201466,-14553.488949493887,15212.880802386071
10.0,112,150,-18370.36706762755,673,252,421,37.444279346211,315593.3162639894,-5.820898644209877,595,196,-23253.49881854827,-17310.243358762993,22193.375109683708
12.5,112,150,-18888.985651894145,655,248,407,37.86259541984733,308405.6310226726,-6.1247213902218,612,198,-24886.093475984293,-12821.465768035145,18818.57359212529
20.0,112,50,-20064.143990866985,646,398,248,61.60990712074303,309003.5097972695,-6.493176729296906,626,182,-15497.131234030277,-12009.780101301585,7442.767344464884
15.0,112,100,-22006.26101721993,650,298,352,45.84615384615385,307677.0511419855,-7.152389473163721,620,195,-19529.020313672234,-17278.2178779839,14800.9771744362
17.5,112,100,-22112.41397716863,640,292,348,45.625,304995.9155793605,-7.250068885402808,631,198,-16761.65156711392,-21026.360387562105,15675.597977507396
17.5,112,50,-24318.117238880215,656,399,257,60.82317073170732,312354.9990038678,-7.785409971485391,615,180,-15137.116475242736,-16579.066422402495,7398.065658765017
15.0,112,50,-25499.417438308057,662,401,261,60.57401812688822,313064.5287967134,-8.145099521915482,608,181,-17821.620830986736,-15473.305450644573,7795.508843323252
10.0,112,100,-32638.62055403469,673,296,377,43.98216939078752,315546.0797706565,-10.343535428409352,595,191,-23627.395300378437,-22417.680336569887,13406.455082913635
12.5,112,50,-33433.634530470554,669,396,273,59.19282511210763,314558.1809486468,-10.62876013259015,597,180,-21964.880013195267,-17994.705080869724,6525.950563594434
10.0,112,50,-34985.90909342838,685,401,284,58.54014598540146,321167.97493080364,-10.893336765898336,582,179,-22768.050019636594,-19538.66369661312,7320.8046228213225
12.5,112,100,-35147.318073730465,661,290,371,43.872919818456886,311225.6569749056,-11.293194274328233,606,193,-27337.079671528445,-18251.94256966213,10441.70416746011
