strike_otm_pct,dte_days,tp_pct,total_profit,executed,wins,losses,win_rate_pct,premium_deployed,profit_on_premium_pct,paused_entries,pause_triggers,dotcom_profit,gfc_profit,covid_profit
15.0,168,500,-3099.7319857035754,722,170,552,23.545706371191137,337155.6455625515,-0.9193771560703381,537,164,-70751.6141354472,-14660.6911928216,82312.57334256523
15.0,168,450,-8240.983722977035,722,172,550,23.822714681440445,337155.6455625515,-2.4442668635213787,537,164,-71808.71019193558,-13466.848633187605,77034.57510214615
15.0,168,400,-8952.640038750633,722,178,544,24.653739612188367,337155.6455625515,-2.6553433574611987,537,164,-66857.20029650598,-13042.355226754438,70946.91548450978
15.0,168,350,-22469.39355967706,722,181,541,25.069252077562325,337155.6455625515,-6.664397839812645,537,164,-69951.66484864091,-19227.63534671031,66709.90663567418
15.0,168,300,-24356.07540770882,722,190,532,26.31578947368421,337155.6455625515,-7.2239856363876624,537,164,-66428.95583147547,-14497.8677409088,56570.748164675446
15.0,168,100,-29792.911108554043,722,323,399,44.73684210526316,337155.6455625515,-8.836545227900285,537,163,-26973.707129650727,-21465.904464067804,18646.70048516448
15.0,168,50,-30245.012984733537,728,436,292,59.89010989010989,339980.0813899701,-8.896113225539633,530,156,-22295.95304307428,-18342.339817507705,10393.279875848439
15.0,168,250,-35364.59480202085,722,200,522,27.70083102493075,337155.6455625515,-10.48910058825035,537,164,-63117.656683400885,-19862.09954984488,47615.161431224915
15.0,168,150,-35977.25100323603,722,257,465,35.59556786703601,337155.6455625515,-10.670813755233791,537,164,-45559.13348402866,-18337.236730607085,27919.119211399695
15.0,168,200,-41637.41299999178,722,217,505,30.055401662049864,337155.6455625515,-12.34961168469205,537,164,-63084.1077119209,-16989.3204087043,38436.01512063343
