strike_otm_pct,dte_days,tp_pct,total_profit,executed,wins,losses,win_rate_pct,premium_deployed,profit_on_premium_pct,paused_entries,pause_triggers,dotcom_profit,gfc_profit,covid_profit
17.5,140,500,7638.839562034536,686,148,538,21.574344023323615,324290.42527150165,2.3555550724752865,582,188,-58141.60844893096,-6139.276476107167,71919.72448707267
17.5,140,450,-6696.77529856297,686,150,536,21.865889212827987,324290.42527150165,-2.0650548942221505,582,188,-63284.36879259601,-12399.27012747763,68986.86362151067
17.5,140,400,-12937.191220887744,686,156,530,22.740524781341108,324290.42527150165,-3.9893842718472183,582,188,-55682.296175118616,-17508.52569957167,60253.63065380255
17.5,140,350,-16825.244442276016,686,163,523,23.760932944606413,324290.42527150165,-5.188325997657694,582,188,-56826.248716873146,-13649.478238683096,53650.48251328021
17.5,140,300,-26455.957841707033,686,171,515,24.927113702623906,324290.42527150165,-8.158106370102553,582,188,-55729.10629820313,-19249.625650213384,48522.774106709476
17.5,140,200,-35175.46451241238,686,203,483,29.591836734693878,324290.42527150165,-10.846901965410437,582,188,-47617.23376440395,-18876.236900115688,31318.00615210727
17.5,140,250,-40093.5873663045,686,178,508,25.94752186588921,324290.42527150165,-12.363481694760935,582,188,-60470.28600503923,-21439.064621740705,41815.76326047542
17.5,140,50,-41324.03753808158,702,406,296,57.83475783475783,331717.33524140675,-12.457605662365543,566,176,-27729.346749601045,-21307.187871170827,7712.497082690294
17.5,140,150,-42532.768462188076,686,235,451,34.25655976676385,324290.42527150165,-13.11564114992877,582,187,-41767.03294712507,-23718.957237581442,22953.221722518443
17.5,140,100,-47458.0110451495,685,288,397,42.043795620437955,323735.9186619657,-14.659482717054818,583,184,-33370.32118420972,-27906.100128134058,13818.410267194284
