strike_otm_pct,dte_days,tp_pct,total_profit,executed,wins,losses,win_rate_pct,premium_deployed,profit_on_premium_pct,paused_entries,pause_triggers,dotcom_profit,gfc_profit,covid_profit
12.5,28,250,7385.364135490078,460,137,323,29.782608695652176,226540.49525624787,3.2600635604403685,815,288,5575.45960847449,6388.515532779401,-4578.6110057638125
15.0,28,400,2669.782281259322,431,95,336,22.041763341067284,213200.44164417812,1.2522405022570582,844,305,-9901.628425392959,16451.44535133519,-3880.0346446829126
12.5,28,300,1164.3767971719608,451,117,334,25.942350332594234,222029.9616165347,0.5244232754419613,824,294,-3387.4542008708568,10876.68465993723,-6324.853661894411
10.0,28,250,-3467.665329704025,465,135,330,29.03225806451613,227339.07023883195,-1.5253274881704477,810,283,-4735.572024064119,3134.9239316177127,-1867.0172372576212
15.0,28,350,-3488.0659207228055,433,101,332,23.325635103926096,214203.3025178838,-1.6283903561344892,842,304,-12695.034664192124,14335.081529419382,-5128.112785950063
20.0,28,450,-3959.103885291228,420,77,343,18.333333333333332,208479.69619482293,-1.8990357130948,855,312,-17349.655992670894,18859.9252543151,-5469.373146935434
17.5,28,450,-3969.930310620282,422,79,343,18.72037914691943,208595.39194714025,-1.9031725838058275,853,314,-18281.28683505849,19743.694157006397,-5432.337632568189
12.5,28,200,-4473.018451417869,475,156,319,32.8421052631579,234014.36786575502,-1.9114289828494064,800,284,-3944.741484875619,835.5526307955771,-1363.8295973378276
20.0,28,500,-4889.9260386923825,419,70,349,16.706443914081145,207976.55563774373,-2.351190990589208,856,315,-21776.60489713062,21356.302938846686,-4469.6240804084455
15.0,28,300,-5617.3478520524695,437,110,327,25.171624713958813,216173.40423249692,-2.5985379061759835,838,303,-11065.949553749339,10343.35105997013,-4894.74935827326
15.0,28,250,-6802.563836131448,442,125,317,28.28054298642534,218621.03695083456,-3.1115778842734465,833,298,-9507.845314628446,6098.540362063064,-3393.258883566067
17.5,28,400,-8145.413893644254,426,86,340,20.187793427230048,210586.00021338352,-3.8679750246410647,849,310,-20426.579254359567,18712.908332999723,-6431.742972284408
20.0,28,200,-10283.477059187255,448,142,306,31.69642857142857,222322.99859542632,-4.625467056559756,827,288,-8828.040711459475,0.508929531314152,-1455.945277259094
15.0,28,200,-12297.840235370684,453,144,309,31.788079470198678,224037.6825098876,-5.489183827291168,822,292,-6785.528368254203,-4083.95538746315,-1428.3564796533321
15.0,28,450,-12327.353256641483,424,80,344,18.867924528301888,209720.33026764655,-5.877996301507454,851,312,-18928.140966799714,9232.744213573995,-2631.956503415763
17.5,28,350,-12651.353824837532,426,92,334,21.5962441314554,210586.00021338352,-6.007689880627446,849,310,-19021.733873521494,11554.016835178889,-5183.6367864949225
15.0,28,500,-13193.959619780939,424,75,349,17.68867924528302,209708.47309353092,-6.291572021458748,851,312,-24786.659681812507,12976.578424180183,-1383.8783621486127
17.5,28,200,-14576.488762140289,449,140,309,31.180400890868597,222037.11201352067,-6.5648884683983235,826,293,-9932.146813965066,-2224.3241748833702,-2420.0177732918514
17.5,28,300,-15760.27047822651,431,102,329,23.665893271461716,213019.66991232944,-7.398504788178867,844,308,-16147.767435866892,5313.649747853542,-4926.15279021316
10.0,28,300,-15805.341188353897,455,114,341,25.054945054945055,222461.19666312364,-7.10476317912115,820,290,-13911.488056239043,1212.162988771479,-3106.016120886338
