strike_otm_pct,dte_days,tp_pct,total_profit,executed,wins,losses,win_rate_pct,premium_deployed,profit_on_premium_pct,paused_entries,pause_triggers,dotcom_profit,gfc_profit,covid_profit
10.0,168,50,-31785.332162084273,735,438,297,59.591836734693885,339761.1529155848,-9.355199053607368,494,142,-22066.02590486817,-16100.067953318703,6380.7616961026015
10.0,168,100,-32130.019469059545,732,325,407,44.39890710382514,338564.660802978,-9.490068866861764,497,148,-30861.586735310273,-13900.05815773268,12631.6254239834
10.0,168,400,-35451.72508412856,732,184,548,25.136612021857925,338564.660802978,-10.471182964000809,497,149,-69555.8817042454,-14380.629457560912,48484.78607767776
10.0,168,250,-36034.20121833616,732,212,520,28.96174863387978,338564.660802978,-10.643225767530904,497,149,-60385.19630382136,-8238.423674690694,32589.4187601759
10.0,168,450,-38091.319023998854,732,181,551,24.726775956284154,338564.660802978,-11.250825450493624,497,149,-75269.08883060353,-15647.029892331815,52824.7996989365
10.0,168,500,-38921.47938477614,732,178,554,24.316939890710383,338564.660802978,-11.496025395109339,497,149,-73258.12221306296,-23629.446260409575,57966.08908869641
10.0,168,150,-38983.00905565877,732,261,471,35.65573770491803,338564.660802978,-11.514199078900404,497,149,-47297.21156384921,-10652.991460608575,18967.193968799027
10.0,168,350,-40277.895058358416,732,190,542,25.956284153005466,338564.660802978,-11.896662505422402,497,149,-72764.92733332816,-11168.49156905859,43655.523844028336
10.0,168,300,-44210.505256968936,732,198,534,27.049180327868854,338564.660802978,-13.058216162346753,497,149,-72311.32518342682,-11520.063412548714,39620.88333900659
10.0,168,200,-46487.93442751284,732,223,509,30.46448087431694,338564.660802978,-13.730888013313864,497,149,-63654.70146766593,-9627.564577529905,26794.33161768301
