strike_otm_pct,dte_days,tp_pct,total_profit,executed,wins,losses,win_rate_pct,premium_deployed,profit_on_premium_pct,paused_entries,pause_triggers,dotcom_profit,gfc_profit,covid_profit
15.0,140,500,-9231.399420762984,705,153,552,21.70212765957447,329326.68319951807,-2.8031131067415718,561,180,-63910.8993846555,-7093.219576793159,61772.719540685684
15.0,140,450,-14417.934240869548,705,158,547,22.411347517730494,329326.68319951807,-4.378003659100601,561,180,-63719.58539416225,-12301.620772321123,61603.271925613815
15.0,140,400,-24161.400350730655,705,162,543,22.97872340425532,329326.68319951807,-7.336605742357294,561,180,-62733.45857951925,-17968.173196827804,56540.23142561642
15.0,140,350,-24913.383817998816,705,169,536,23.97163120567376,329326.68319951807,-7.564945414066368,561,180,-60501.85630738168,-12956.493864312022,48544.966353694894
15.0,140,300,-34153.14544441609,705,177,528,25.106382978723403,329326.68319951807,-10.370597703352471,561,180,-55484.232203714855,-20296.051140122396,41627.13789942116
15.0,140,50,-36004.89936931562,717,422,295,58.85634588563459,334868.4727020239,-10.751952573735977,548,167,-22300.108369130776,-19572.56483281321,5867.773832628368
15.0,140,100,-44632.356988315354,708,302,406,42.65536723163842,330702.9192410827,-13.496208951145766,558,177,-31973.402844667748,-24984.66376620051,12325.709622552913
15.0,140,200,-44953.43104551572,705,206,499,29.219858156028366,329326.68319951807,-13.650102873164787,561,180,-54583.23124861666,-18262.592267126503,27892.392470227463
15.0,140,250,-46964.11659977954,705,184,521,26.099290780141843,329326.68319951807,-14.26064725260266,561,180,-61972.719828139816,-22398.188901202033,37406.7921295623
15.0,140,150,-49875.78518543616,705,237,468,33.61702127659574,329326.68319951807,-15.144774999971562,561,180,-43303.171209356915,-27065.732911049294,20493.11893497005
